experiment,scenario,slot,method,compression_ratio,active_md_count,bandwidth_up_mb_s,bandwidth_down_mb_s,total_cost,total_latency,total_energy,avg_task_queue_wait,avg_queue_backlog,max_queue_backlog,mean_external_load
online_extension,online_burst_load,6,Static MinCut+BMatch,4.0,3,1.0,10.0,2.2587582858654045,1.4334209546443517,0.8253373312210527,0.07126243200000065,0.04275745920000039,0.21378729600000196,0.1
online_extension,online_burst_load,6,Online MinCut+BMatch,4.0,3,1.0,10.0,2.141971684265402,1.3166343530443494,0.8253373312210527,0.0,0.04275745920000039,0.21378729600000196,0.1
online_extension,online_burst_load,7,Online Only-Local,4.0,3,1.0,10.0,10.926448428800006,3.066480081660152,7.859968347139853,0.0,0.0,0.0,0.1
online_extension,online_burst_load,7,Online Only-Server,4.0,3,1.0,10.0,4.036269018132069,2.3136127681320695,1.72265625,0.0,0.028298176000000053,0.14149088000000026,0.1
online_extension,online_burst_load,7,Static MinCut+BMatch,4.0,3,1.0,10.0,2.330020717865405,1.5046833866443523,0.8253373312210527,0.09501657600000087,0.05700994560000052,0.2850497280000026,0.1
online_extension,online_burst_load,7,Online MinCut+BMatch,4.0,3,1.0,10.0,2.0777191978654024,1.2523818666443498,0.8253373312210527,0.0,0.02710298368000006,0.1355149184000003,0.1
online_extension,online_burst_load,8,Online Only-Local,4.0,3,1.0,10.0,10.926448428800006,3.066480081660152,7.859968347139853,0.0,0.0,0.0,0.1
online_extension,online_burst_load,8,Online Only-Server,4.0,3,1.0,10.0,4.077775045865403,2.355118795865403,1.72265625,0.02541413333333357,0.015248480000000142,0.07624240000000071,0.1
online_extension,online_burst_load,8,Static MinCut+BMatch,4.0,3,1.0,10.0,2.4012831498654057,1.575945818644353,0.8253373312210527,0.11877072000000106,0.07126243200000064,0.3563121600000032,0.1
online_extension,online_burst_load,8,Online MinCut+BMatch,4.0,3,1.0,10.0,2.116233421865403,1.2908960906443503,0.8253373312210527,0.023754144000000216,0.01425248640000013,0.07126243200000065,0.1
online_extension,online_composite_nonstationary,0,Online Only-Local,4.0,3,0.5,10.0,9.726488492799998,3.8846282815999995,5.841860211199998,0.0,0.0,0.0,0.4
online_extension,online_composite_nonstationary,0,Online Only-Server,4.0,3,0.5,10.0,12.786114101483902,6.528301601483902,6.2578125,0.0,0.0,0.0,0.4
online_extension,online_composite_nonstationary,0,Static MinCut+BMatch,4.0,3,0.5,10.0,3.331256996118425,1.7099059387059246,1.6213510574124999,0.0,0.0,0.0,0.4
online_extension,online_composite_nonstationary,0,Online MinCut+BMatch,4.0,3,0.5,10.0,2.991897053118425,1.4651250712059247,1.5267719819125003,0.0,0.0,0.0,0.4
online_extension,online_composite_nonstationary,1,Online Only-Local,4.0,3,0.5,10.0,9.726488492799998,3.8846282815999995,5.841860211199998,0.0,0.0,0.0,0.4
online_extension,online_composite_nonstationary,1,Online Only-Server,4.0,3,0.5,10.0,12.786114101483902,6.528301601483902,6.2578125,0.0,0.0,0.0,0.4
online_extension,online_composite_nonstationary,1,Static MinCut+BMatch,4.0,3,0.5,10.0,3.331256996118425,1.7099059387059246,1.6213510574124999,0.0,0.0,0.0,0.4
online_extension,online_composite_nonstationary,1,Online MinCut+BMatch,4.0,3,0.5,10.0,2.991897053118425,1.4651250712059247,1.5267719819125003,0.0,0.0,0.0,0.4
